,Employee.Number,Vehicle.Name,Vehicle.Description,Branch.,Home.Address,Domiciled.Work.Location,Distance.,Driving..Duration,Idling..Duration,Stop..Duration,Max.Speed,,,,,,,,Calculations,,,,,,,,EmployeeNumber,Driving Duration,Idling Duration,Stop Duration,Max Speed,Distance,Vehicle Name,Vehicle Description,Branch,Home Address,Domiciled Work Location
14758,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,18.9,27,8.52,53.48,98.3,,,,,,,,0.003958333,0.002569444,0.000185185,,5.7,3.7,0.266666667,,,,,,,,,,,,
14759,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,7.6,22.4,13.05,132.67,77.6,,,,,,,,0.166412037,0.103032407,0.074826389,,239.6333333,148.3666667,107.75,,,,,,,,,,,,
14760,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1.9,7.88,4.17,20.48,55.7,,,,,,,,0.004594907,0.002199074,0.0040625,,6.616666667,3.166666667,5.85,,,,,,,,,,,,
14761,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,5.3,13.78,4.47,45.18,59.1,,,,,,,,0.034386574,0.003761574,0.076076389,,49.51666667,5.416666667,109.55,,,,,,,,,,,,
14762,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,7.2,9.57,1.03,43.38,97.6,,,,,,,,0.007280093,0.003333333,0.021226852,,10.48333333,4.8,30.56666667,,,,,,,,,,,,
14763,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,27.3,30.42,8.2,176.27,112.2,,,,,,,,0.085081019,0.08037037,0.021087963,,122.5166667,115.7333333,30.36666667,,,,,,,,,,,,
14764,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1,3.57,1.32,12.75,57.2,,,,,,,,0.017303241,0.012222222,0.000243056,,24.91666667,17.6,0.35,,,,,,,,,,,,
14765,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,11.18,11.18,93.22,0,,,,,,,,0.007002315,0.006273148,0.007164352,,10.08333333,9.033333333,10.31666667,,,,,,,,,,,,
14766,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,0.55,0.6,85.45,0,,,,,,,,0.042662037,0.006655093,0.598738426,,61.43333333,9.583333333,862.1833333,,,,,,,,,,,,
14767,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,27,32.23,9.13,902.3,101.9,,,,,,,,0.034849537,0.003680556,0.058900463,,50.18333333,5.3,84.81666667,,,,,,,,,,,,
14768,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,7.8,14.85,5.82,5198.22,97,,,,,,,,0.06775463,0.030115741,0.55212963,,97.56666667,43.36666667,795.0666667,,,,,,,,,,,,
14769,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,2.4,18.95,14.55,81.22,57.2,,,,,,,,0.000717593,0.000729167,0.039027778,,1.033333333,1.05,56.2,,,,,,,,,,,,
14770,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,12.22,12.22,116.37,2.6,,,,,,,,0.182141204,0.131215278,0.101828704,,262.2833333,188.95,146.6333333,,,,,,,,,,,,
14771,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,5,40.9,33.58,25.22,64.1,,,,,,,,0.058761574,0.018784722,0.490428241,,84.61666667,27.05,706.2166667,,,,,,,,,,,,
14772,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,40.6,40.28,7.5,41.47,101.5,,,,,,,,0.028622685,0.002152778,0.048391204,,41.21666667,3.1,69.68333333,,,,,,,,,,,,
14773,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,21.6,19.08,2.45,5.58,99.3,,,,,,,,0.03912037,0.008263889,0.01974537,,56.33333333,11.9,28.43333333,,,,,,,,,,,,
14774,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,47.5,75.6,32.22,90.47,98.3,,,,,,,,0.007708333,0.004293981,0.003136574,,11.1,6.183333333,4.516666667,,,,,,,,,,,,
14775,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1.4,3.03,0.78,281.8,50.4,,,,,,,,0.007939815,0.005347222,0.022569444,,11.43333333,7.7,32.5,,,,,,,,,,,,
14776,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,8.7,39.13,27.08,0.05,77.6,,,,,,,,0.048055556,0.009375,0.006979167,,69.2,13.5,10.05,,,,,,,,,,,,
14777,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,48.7,90.22,47.22,7.48,99.1,,,,,,,,0.049189815,0.017071759,0.020104167,,70.83333333,24.58333333,28.95,,,,,,,,,,,,
14778,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,18.8,49.58,28.62,196.78,91.9,,,,,,,,0.002708333,0.001157407,0.021585648,,3.9,1.666666667,31.08333333,,,,,,,,,,,,
14779,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,18.6,32.57,16.63,109.35,100.2,,,,,,,,0.000219907,0.000219907,0.012337963,,0.316666667,0.316666667,17.76666667,,,,,,,,,,,,
14780,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,42.9,39.4,4.15,906.9,100.7,,,,,,,,0.006157407,0.001469907,0.024895833,,8.866666667,2.116666667,35.85,,,,,,,,,,,,
14781,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,9.23,9.23,27.23,0,,,,,,,,0.000300926,0.000300926,0.00130787,,0.433333333,0.433333333,1.883333333,,,,,,,,,,,,
14782,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,19.15,19.15,22.85,0,,,,,,,,0.125486111,0.096157407,0.005520833,,180.7,138.4666667,7.95,,,,,,,,,,,,
14783,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,17.1,73.67,46.9,26.1,70.2,,,,,,,,0.032824074,0.002638889,0.065578704,,47.26666667,3.8,94.43333333,,,,,,,,,,,,
14784,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,5.2,10.42,2.83,6.6,63.3,,,,,,,,0.211944444,0.168773148,0.05462963,,305.2,243.0333333,78.66666667,,,,,,,,,,,,
14785,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,37.4,33.85,1.4,76.47,107.4,,,,,,,,0.020671296,0.016423611,3.47E-05,,29.76666667,23.65,0.05,,,,,,,,,,,,
14786,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,9.5,19.28,5.77,127.08,75.2,,,,,,,,0.003912037,0.001423611,0.004282407,,5.633333333,2.05,6.166666667,,,,,,,,,,,,
14787,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,50.6,80.75,34.33,2339.28,109.8,,,,,,,,0.006226852,0.002615741,0.012326389,,8.966666667,3.766666667,17.75,,,,,,,,,,,,
14788,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,7.2,12.82,2.48,6.38,68.7,,,,,,,,0.069270833,0.009907407,0.002905093,,99.75,14.26666667,4.183333333,,,,,,,,,,,,
14789,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,4.9,33.92,27.05,137.18,89.8,,,,,,,,0.000381944,0.000381944,0.003032407,,0.55,0.55,4.366666667,,,,,,,,,,,,
14790,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,8.32,8.35,11.27,0,,,,,,,,0.048761574,0.027060185,0.277453704,,70.21666667,38.96666667,399.5333333,,,,,,,,,,,,
14791,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,2.5,5.4,0.83,896.85,48.9,,,,,,,,0.063923611,0.005625,0.008726852,,92.05,8.1,12.56666667,,,,,,,,,,,,
14792,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,3,5.02,0.6,9.8,51.5,,,,,,,,0.006759259,0.001296296,0.000115741,,9.733333333,1.866666667,0.166666667,,,,,,,,,,,,
14793,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,38.8,35.27,1.92,3.82,99.8,,,,,,,,0.033356481,0.0190625,0.012199074,,48.03333333,27.45,17.56666667,,,,,,,,,,,,
14794,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,31,38.53,6.55,5.23,97.2,,,,,,,,0.001076389,0.000960648,0.049282407,,1.55,1.383333333,70.96666667,,,,,,,,,,,,
14795,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,23.3,39.87,11.32,156.45,82,,,,,,,,0.009884259,0.007662037,0.014513889,,14.23333333,11.03333333,20.9,,,,,,,,,,,,
14796,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,43.4,54.03,14.18,0.12,110.7,,,,,,,,0.072210648,0.054085648,4.63E-05,,103.9833333,77.88333333,0.066666667,,,,,,,,,,,,
14797,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1.2,3.85,1.25,2.33,40.9,,,,,,,,0.011921296,0.010219907,0.005949074,,17.16666667,14.71666667,8.566666667,,,,,,,,,,,,
14798,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,18.9,42.33,20.75,144.42,96.5,,,,,,,,0.040358796,0.0090625,0.015196759,,58.11666667,13.05,21.88333333,,,,,,,,,,,,
14799,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,4.18,4.2,49.65,0,,,,,,,,0.04931713,0.0109375,0.562777778,,71.01666667,15.75,810.4,,,,,,,,,,,,
14800,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,41.1,114.45,77.12,22.2,107.4,,,,,,,,0.035011574,0.0065625,0.027835648,,50.41666667,9.45,40.08333333,,,,,,,,,,,,
14801,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1.4,3.05,0.53,9.37,50.2,,,,,,,,0.00181713,0.000914352,0.000104167,,2.616666667,1.316666667,0.15,,,,,,,,,,,,
14802,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,6.3,78.48,67.37,38.43,55.9,,,,,,,,0.063773148,0.007696759,0.009131944,,91.83333333,11.08333333,13.15,,,,,,,,,,,,
14803,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1.4,4.82,2.33,3.45,49.3,,,,,,,,0.005706019,0.002719907,0.009861111,,8.216666667,3.916666667,14.2,,,,,,,,,,,,
14804,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,17.4,50.7,27.97,7.05,81.1,,,,,,,,0.049953704,0.012777778,0.584155093,,71.93333333,18.4,841.1833333,,,,,,,,,,,,
14805,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1,4.07,1.48,6.92,46.3,,,,,,,,0.004131944,0.002476852,0.554236111,,5.95,3.566666667,798.1,,,,,,,,,,,,
14806,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,4,11.9,5.62,180.2,53,,,,,,,,0.007592593,0.001041667,0.056076389,,10.93333333,1.5,80.75,,,,,,,,,,,,
14807,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,10.38,10.38,90.92,0,,,,,,,,0.000277778,0.000289352,0.01587963,,0.4,0.416666667,22.86666667,,,,,,,,,,,,
14808,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,24.6,31.2,4.82,40.1,82,,,,,,,,0.083946759,0.075555556,0.012916667,,120.8833333,108.8,18.6,,,,,,,,,,,,
14809,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,0.22,0.22,15.7,2.2,,,,,,,,0.023784722,0.021018519,0.036076389,,34.25,30.26666667,51.95,,,,,,,,,,,,
14810,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,36.8,41.98,8.93,3786.2,100.6,,,,,,,,0.036261574,0.005,0.060300926,,52.21666667,7.2,86.83333333,,,,,,,,,,,,
14811,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,9.5,25.03,13.12,17.28,64.3,,,,,,,,0.055451389,0.011400463,0.555277778,,79.85,16.41666667,799.6,,,,,,,,,,,,
14812,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,22.3,20.8,1.72,895.35,102.2,,,,,,,,0.121655093,0.081296296,0.075694444,,175.1833333,117.0666667,109,,,,,,,,,,,,
14813,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,13.1,20.8,4.48,41.42,78.9,,,,,,,,0.001782407,0.001805556,0.002939815,,2.566666667,2.6,4.233333333,,,,,,,,,,,,
14814,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,9.88,9.92,21.28,1.7,,,,,,,,0.001481481,0.00150463,0.000578704,,2.133333333,2.166666667,0.833333333,,,,,,,,,,,,
14815,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,23,52.8,21.22,2638.38,72.2,,,,,,,,0.057743056,0.03162037,0.000289352,,83.15,45.53333333,0.416666667,,,,,,,,,,,,
14816,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,3.2,20.02,14.18,74.05,58,,,,,,,,0.066215278,0.025150463,0.526701389,,95.35,36.21666667,758.45,,,,,,,,,,,,
14817,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,1.07,1.15,1145.77,0,,,,,,,,0.004560185,0.003402778,0.030474537,,6.566666667,4.9,43.88333333,,,,,,,,,,,,
14818,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0.5,3.33,1.6,62.02,20.9,,,,,,,,0.025520833,0.0065625,0.047581019,,36.75,9.45,68.51666667,,,,,,,,,,,,
14819,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,18.1,28.38,8.67,102.03,87,,,,,,,,0.004837963,0.003969907,0.002974537,,6.966666667,5.716666667,4.283333333,,,,,,,,,,,,
14820,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0.1,1.8,1.28,148.1,13.7,,,,,,,,0.177696759,0.123981481,5.79E-05,,255.8833333,178.5333333,0.083333333,,,,,,,,,,,,
14821,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,0.13,0.13,1.12,0,,,,,,,,0.068518519,0.014328704,0.586423611,,98.66666667,20.63333333,844.45,,,,,,,,,,,,
14822,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,9.3,22.93,11.62,74.02,81.7,,,,,,,,0.051574074,0.012476852,0.150486111,,74.26666667,17.96666667,216.7,,,,,,,,,,,,
14823,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,17.8,31.45,11.92,6.45,95.9,,,,,,,,0.004375,0.00244213,0.011851852,,6.3,3.516666667,17.06666667,,,,,,,,,,,,
14824,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,2.5,5.23,1.03,889.53,50.4,,,,,,,,0.006180556,0.005324074,0.003171296,,8.9,7.666666667,4.566666667,,,,,,,,,,,,
14825,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,6.7,11.02,3.72,17.38,97.6,,,,,,,,0.027928241,0.009525463,0.007465278,,40.21666667,13.71666667,10.75,,,,,,,,,,,,
14826,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,4.1,10.72,3.97,9.5,59.1,,,,,,,,0.001828704,0.000856481,0.06625,,2.633333333,1.233333333,95.4,,,,,,,,,,,,
14827,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0.5,44.23,42.57,139.58,25.7,,,,,,,,0.006967593,0.004247685,0.067627315,,10.03333333,6.116666667,97.38333333,,,,,,,,,,,,
14828,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,15,23.65,6.12,24.68,101.9,,,,,,,,0.000659722,0.000138889,0.01412037,,0.95,0.2,20.33333333,,,,,,,,,,,,
14829,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,10.5,21.98,5.92,127.03,80.2,,,,,,,,0.017256944,0.001608796,0.004710648,,24.85,2.316666667,6.783333333,,,,,,,,,,,,
14830,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,40.8,54.4,15.13,906.75,98.3,,,,,,,,0.000335648,0.000115741,0.002268519,,0.483333333,0.166666667,3.266666667,,,,,,,,,,,,
14831,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,39.9,46.08,7.95,66.55,108.7,,,,,,,,0.018136574,0.002569444,0.000474537,,26.11666667,3.7,0.683333333,,,,,,,,,,,,
14832,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,22.1,27.55,8.45,58.8,100.7,,,,,,,,0.000150463,0.000162037,0.470868056,,0.216666667,0.233333333,678.05,,,,,,,,,,,,
14833,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,3.5,43.67,35.52,6.28,50,,,,,,,,0.000902778,0.000104167,0.016388889,,1.3,0.15,23.6,,,,,,,,,,,,
14834,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,46.8,76.15,29.95,58.8,98.5,,,,,,,,0.005462963,0.004270833,0.004560185,,7.866666667,6.15,6.566666667,,,,,,,,,,,,
14835,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,42.7,50.85,16.75,1.57,100.9,,,,,,,,0.000601852,5.79E-05,0.003425926,,0.866666667,0.083333333,4.933333333,,,,,,,,,,,,
14836,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,4.8,13.92,6.02,93.05,63.7,,,,,,,,0.001157407,0.000532407,0.010219907,,1.666666667,0.766666667,14.71666667,,,,,,,,,,,,
14837,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,0.3,0.32,0.43,0,,,,,,,,0.000381944,0.000173611,0.013263889,,0.55,0.25,19.1,,,,,,,,,,,,
14838,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,22.4,21.42,3.3,612.78,99.3,,,,,,,,0.000520833,0.000162037,0.011828704,,0.75,0.233333333,17.03333333,,,,,,,,,,,,
14839,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,0,0.07,0.07,16.93,0,,,,,,,,0.000775463,0.000127315,0.000127315,,1.116666667,0.183333333,0.183333333,,,,,,,,,,,,
14840,77,V1795 ME Sth,Utility Ford Ranger 4x2 Canopy Single Cab EIC,Mechanical and Electrical Services - South,Home - Alexandra Headland,Northern Service Centre,1.9,55.15,49.73,138.43,41.9,,,,,,,,0.003310185,0.001076389,0.576782407,,4.766666667,1.55,830.5666667,,,,,,,,,,,,
14841,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,0,0.28,0.28,128.32,6.1,,,,,,,,0.002592593,0.001423611,0.04369213,,3.733333333,2.05,62.91666667,,,,,,,,,,,,
14842,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,19.3,22.78,3.15,132.88,105.4,,,,,,,,0.000474537,0.000277778,0.00806713,,0.683333333,0.4,11.61666667,,,,,,,,,,,,
14843,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,0.3,1.38,0.42,15.87,28.5,,,,,,,,0.014895833,0.002835648,0.020729167,,21.45,4.083333333,29.85,,,,,,,,,,,,
14844,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,0,0.43,0.47,876.87,3.9,,,,,,,,0.017743056,0.001898148,0.003055556,,25.55,2.733333333,4.4,,,,,,,,,,,,
14845,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,28,33.87,5.72,221.78,98.7,,,,,,,,0.001342593,0.000393519,0.011493056,,1.933333333,0.566666667,16.55,,,,,,,,,,,,
14846,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,9.4,14.02,1.42,3.42,71.3,,,,,,,,0.003796296,0.002916667,0.001527778,,5.466666667,4.2,2.2,,,,,,,,,,,,
14847,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,5.1,18.73,11.78,889.23,65.2,,,,,,,,0.001851852,0.000601852,0.017604167,,2.666666667,0.866666667,25.35,,,,,,,,,,,,
14848,79,V1822 FS Sth On call,Utility Ford Ranger 4x2 Canopy Alloy Tray Single Cab,Field Services South,Home - ROTHWELL,Southern Service Centre,24.9,25.22,2.9,167.53,103,,,,,,,,0.000648148,0.00025463,0.003668981,,0.933333333,0.366666667,5.283333333,,,,,,,,,,,,
